text,label
positive rehna important hota hai 🙂,non-cyberbullying
sab log tujhe wtf bolte hain yrr,cyberbullying
tu bas time waste karta hai bitch,cyberbullying
kisi ko tu pasand nahi hai bc,cyberbullying
great effort keep learning daily,non-cyberbullying
online mat aaya kar mkb smh,cyberbullying
positive rehna important hota hai 👍,non-cyberbullying
online mat aaya kar son of a bitch fr,cyberbullying
tu bas time waste karta hai nigga seriously,cyberbullying
kal milte hain project discuss karne 👍,non-cyberbullying
aaj ka din kaafi productive tha yrr,non-cyberbullying
kal milte hain project discuss karne 👍,non-cyberbullying
chal nikal yaha se mkc seriously,cyberbullying
online mat aaya kar bitch,cyberbullying
positive rehna important hota hai 👍,non-cyberbullying
koi help chahiye ho to bata dena,non-cyberbullying
chal nikal yaha se bkl yrr,cyberbullying
positive rehna important hota hai 🙂,non-cyberbullying
tu bas time waste karta hai wtf lol,cyberbullying
tera dimaag kharab hai kya mc yrr,cyberbullying
tu bas time waste karta hai nigga fr,cyberbullying
tu pura bc hai samjha kya smh,cyberbullying
let's focus on improvement together 🙂,non-cyberbullying
positive rehna important hota hai 🙂,non-cyberbullying
tu life me kuch nahi karega chutiya bro,cyberbullying
tu pura mkb hai samjha kya fr,cyberbullying
chup reh warna dekh lunga nigga yrr,cyberbullying
online mat aaya kar bkc seriously,cyberbullying
tu life me kuch nahi karega mc,cyberbullying
itna son of a bitch kaise ho sakta hai banda bro,cyberbullying
tera dimaag kharab hai kya son of a bitch lol,cyberbullying
tera dimaag kharab hai kya bc yrr,cyberbullying
tera dimaag kharab hai kya chutiya seriously,cyberbullying
tu life me kuch nahi karega mc lol,cyberbullying
aaj ka din kaafi productive tha,non-cyberbullying
sab log tujhe mkc bolte hain seriously,cyberbullying
tu life me kuch nahi karega mkc smh,cyberbullying
itna mc kaise ho sakta hai banda smh,cyberbullying
thoda rest le lo sab theek ho jayega bro,non-cyberbullying
tumhari progress clearly dikh rahi hai bro,non-cyberbullying
tu bas time waste karta hai nigga,cyberbullying
tumne jo kaam kiya wo kaafi acha tha 👍,non-cyberbullying
chal nikal yaha se mc seriously,cyberbullying
online mat aaya kar mc bro,cyberbullying
tu life me kuch nahi karega bkc smh,cyberbullying
sab log tujhe bitch bolte hain fr,cyberbullying
let's focus on improvement together,non-cyberbullying
practice se sab better ho jata hai yrr,non-cyberbullying
itna nigga kaise ho sakta hai banda yrr,cyberbullying
chal nikal yaha se randi,cyberbullying
chal nikal yaha se nigga bro,cyberbullying
aaj ka din kaafi productive tha bro,non-cyberbullying
tumhari progress clearly dikh rahi hai,non-cyberbullying
great effort keep learning daily 👍,non-cyberbullying
let's focus on improvement together,non-cyberbullying
kisi ko tu pasand nahi hai mc fr,cyberbullying
kal milte hain project discuss karne,non-cyberbullying
aaj ka din kaafi productive tha 🙂,non-cyberbullying
kisi ko tu pasand nahi hai bkl,cyberbullying
tumne jo kaam kiya wo kaafi acha tha 👍,non-cyberbullying
chal nikal yaha se mkc yrr,cyberbullying
koi help chahiye ho to bata dena,non-cyberbullying
itna wtf kaise ho sakta hai banda,cyberbullying
tu bas time waste karta hai bkl smh,cyberbullying
tu life me kuch nahi karega mc yrr,cyberbullying
thoda rest le lo sab theek ho jayega yrr,non-cyberbullying
tu life me kuch nahi karega bkl seriously,cyberbullying
tu bas time waste karta hai son of a bitch,cyberbullying
online mat aaya kar mkb fr,cyberbullying
aaj ka din kaafi productive tha,non-cyberbullying
koi help chahiye ho to bata dena 🙂,non-cyberbullying
tumhari progress clearly dikh rahi hai yrr,non-cyberbullying
tumhari progress clearly dikh rahi hai yrr,non-cyberbullying
tera dimaag kharab hai kya bkl fr,cyberbullying
aaj ka din kaafi productive tha bro,non-cyberbullying
online mat aaya kar bkc lol,cyberbullying
kisi ko tu pasand nahi hai randi smh,cyberbullying
chup reh warna dekh lunga mkc,cyberbullying
koi help chahiye ho to bata dena yrr,non-cyberbullying
itna chutiya kaise ho sakta hai banda,cyberbullying
tera dimaag kharab hai kya chutiya,cyberbullying
tumhari progress clearly dikh rahi hai 👍,non-cyberbullying
practice se sab better ho jata hai 🙂,non-cyberbullying
let's focus on improvement together 👍,non-cyberbullying
kal milte hain project discuss karne 👍,non-cyberbullying
kal milte hain project discuss karne 👍,non-cyberbullying
thoda rest le lo sab theek ho jayega yrr,non-cyberbullying
tu pura randi hai samjha kya seriously,cyberbullying
itna bkl kaise ho sakta hai banda yrr,cyberbullying
let's focus on improvement together yrr,non-cyberbullying
chal nikal yaha se mkc smh,cyberbullying
practice se sab better ho jata hai bro,non-cyberbullying
let's focus on improvement together,non-cyberbullying
thoda rest le lo sab theek ho jayega bro,non-cyberbullying
positive rehna important hota hai bro,non-cyberbullying
thoda rest le lo sab theek ho jayega,non-cyberbullying
practice se sab better ho jata hai yrr,non-cyberbullying
kal milte hain project discuss karne,non-cyberbullying
tera dimaag kharab hai kya bkl bro,cyberbullying
chal nikal yaha se nigga seriously,cyberbullying
aaj ka din kaafi productive tha bro,non-cyberbullying
great effort keep learning daily 🙂,non-cyberbullying
tu life me kuch nahi karega bitch yrr,cyberbullying
chal nikal yaha se chutiya,cyberbullying
koi help chahiye ho to bata dena 👍,non-cyberbullying
aaj ka din kaafi productive tha yrr,non-cyberbullying
aaj ka din kaafi productive tha 👍,non-cyberbullying
practice se sab better ho jata hai 🙂,non-cyberbullying
tu life me kuch nahi karega mkb fr,cyberbullying
thoda rest le lo sab theek ho jayega 🙂,non-cyberbullying
let's focus on improvement together 👍,non-cyberbullying
tu life me kuch nahi karega mkb,cyberbullying
tu life me kuch nahi karega asshole seriously,cyberbullying
tu bas time waste karta hai bc lol,cyberbullying
tu life me kuch nahi karega bitch lol,cyberbullying
tu pura asshole hai samjha kya bro,cyberbullying
kisi ko tu pasand nahi hai chutiya seriously,cyberbullying
tu bas time waste karta hai randi,cyberbullying
kal milte hain project discuss karne,non-cyberbullying
thoda rest le lo sab theek ho jayega 👍,non-cyberbullying
tu bas time waste karta hai mkb smh,cyberbullying
itna mkb kaise ho sakta hai banda lol,cyberbullying
tu bas time waste karta hai mc lol,cyberbullying
chup reh warna dekh lunga son of a bitch seriously,cyberbullying
chup reh warna dekh lunga bkc bro,cyberbullying
thoda rest le lo sab theek ho jayega,non-cyberbullying
tumhari progress clearly dikh rahi hai 🙂,non-cyberbullying
let's focus on improvement together 🙂,non-cyberbullying
online mat aaya kar mkc yrr,cyberbullying
tu bas time waste karta hai son of a bitch lol,cyberbullying
kal milte hain project discuss karne,non-cyberbullying
practice se sab better ho jata hai 🙂,non-cyberbullying
positive rehna important hota hai,non-cyberbullying
tu life me kuch nahi karega nigga bro,cyberbullying
online mat aaya kar wtf smh,cyberbullying
aaj ka din kaafi productive tha yrr,non-cyberbullying
great effort keep learning daily bro,non-cyberbullying
itna bkc kaise ho sakta hai banda bro,cyberbullying
itna asshole kaise ho sakta hai banda lol,cyberbullying
kal milte hain project discuss karne 🙂,non-cyberbullying
tu pura mc hai samjha kya seriously,cyberbullying
practice se sab better ho jata hai bro,non-cyberbullying
great effort keep learning daily,non-cyberbullying
tumhari progress clearly dikh rahi hai bro,non-cyberbullying
tera dimaag kharab hai kya mc smh,cyberbullying
practice se sab better ho jata hai,non-cyberbullying
thoda rest le lo sab theek ho jayega 👍,non-cyberbullying
online mat aaya kar mkb fr,cyberbullying
tera dimaag kharab hai kya bitch smh,cyberbullying
tu pura wtf hai samjha kya fr,cyberbullying
tu life me kuch nahi karega bitch seriously,cyberbullying
sab log tujhe bkl bolte hain seriously,cyberbullying
koi help chahiye ho to bata dena,non-cyberbullying
let's focus on improvement together bro,non-cyberbullying
thoda rest le lo sab theek ho jayega yrr,non-cyberbullying
aaj ka din kaafi productive tha bro,non-cyberbullying
koi help chahiye ho to bata dena,non-cyberbullying
itna mkc kaise ho sakta hai banda bro,cyberbullying
chup reh warna dekh lunga nigga seriously,cyberbullying
positive rehna important hota hai yrr,non-cyberbullying
itna nigga kaise ho sakta hai banda seriously,cyberbullying
tumne jo kaam kiya wo kaafi acha tha bro,non-cyberbullying
tu bas time waste karta hai chutiya seriously,cyberbullying
koi help chahiye ho to bata dena yrr,non-cyberbullying
tu life me kuch nahi karega bitch smh,cyberbullying
aaj ka din kaafi productive tha,non-cyberbullying
itna wtf kaise ho sakta hai banda bro,cyberbullying
chal nikal yaha se bkc,cyberbullying
let's focus on improvement together,non-cyberbullying
let's focus on improvement together bro,non-cyberbullying
aaj ka din kaafi productive tha,non-cyberbullying
let's focus on improvement together 👍,non-cyberbullying
sab log tujhe son of a bitch bolte hain bro,cyberbullying
positive rehna important hota hai bro,non-cyberbullying
kisi ko tu pasand nahi hai bc fr,cyberbullying
tu pura bitch hai samjha kya smh,cyberbullying
koi help chahiye ho to bata dena,non-cyberbullying
koi help chahiye ho to bata dena yrr,non-cyberbullying
tu life me kuch nahi karega son of a bitch bro,cyberbullying
let's focus on improvement together yrr,non-cyberbullying
positive rehna important hota hai yrr,non-cyberbullying
sab log tujhe bkl bolte hain yrr,cyberbullying
online mat aaya kar bc fr,cyberbullying
sab log tujhe bc bolte hain bro,cyberbullying
tumne jo kaam kiya wo kaafi acha tha 🙂,non-cyberbullying
itna bkc kaise ho sakta hai banda seriously,cyberbullying
tu pura bkc hai samjha kya bro,cyberbullying
tu life me kuch nahi karega nigga bro,cyberbullying
great effort keep learning daily bro,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha 🙂,non-cyberbullying
positive rehna important hota hai 👍,non-cyberbullying
chal nikal yaha se wtf fr,cyberbullying
chal nikal yaha se mkb seriously,cyberbullying
chup reh warna dekh lunga mkc lol,cyberbullying
chal nikal yaha se bkc smh,cyberbullying
tumhari progress clearly dikh rahi hai bro,non-cyberbullying
tu bas time waste karta hai randi smh,cyberbullying
let's focus on improvement together 👍,non-cyberbullying
aaj ka din kaafi productive tha 🙂,non-cyberbullying
tu life me kuch nahi karega mc lol,cyberbullying
itna bitch kaise ho sakta hai banda lol,cyberbullying
sab log tujhe nigga bolte hain yrr,cyberbullying
chup reh warna dekh lunga mkb seriously,cyberbullying
tu life me kuch nahi karega bitch fr,cyberbullying
tumhari progress clearly dikh rahi hai 👍,non-cyberbullying
chup reh warna dekh lunga son of a bitch bro,cyberbullying
itna randi kaise ho sakta hai banda smh,cyberbullying
chup reh warna dekh lunga randi lol,cyberbullying
tu bas time waste karta hai bitch,cyberbullying
kisi ko tu pasand nahi hai mkb smh,cyberbullying
sab log tujhe asshole bolte hain fr,cyberbullying
chup reh warna dekh lunga randi seriously,cyberbullying
practice se sab better ho jata hai 🙂,non-cyberbullying
tumhari progress clearly dikh rahi hai,non-cyberbullying
let's focus on improvement together,non-cyberbullying
tu pura chutiya hai samjha kya fr,cyberbullying
online mat aaya kar son of a bitch seriously,cyberbullying
tu bas time waste karta hai mkc bro,cyberbullying
tera dimaag kharab hai kya bkl smh,cyberbullying
kisi ko tu pasand nahi hai mkc,cyberbullying
aaj ka din kaafi productive tha yrr,non-cyberbullying
sab log tujhe asshole bolte hain bro,cyberbullying
tera dimaag kharab hai kya bitch,cyberbullying
great effort keep learning daily yrr,non-cyberbullying
let's focus on improvement together yrr,non-cyberbullying
aaj ka din kaafi productive tha,non-cyberbullying
great effort keep learning daily bro,non-cyberbullying
tu life me kuch nahi karega mkc lol,cyberbullying
online mat aaya kar randi smh,cyberbullying
sab log tujhe bkc bolte hain smh,cyberbullying
tu pura mkc hai samjha kya seriously,cyberbullying
itna nigga kaise ho sakta hai banda bro,cyberbullying
tumne jo kaam kiya wo kaafi acha tha bro,non-cyberbullying
positive rehna important hota hai 👍,non-cyberbullying
koi help chahiye ho to bata dena 👍,non-cyberbullying
chal nikal yaha se mkc,cyberbullying
tu life me kuch nahi karega nigga seriously,cyberbullying
aaj ka din kaafi productive tha bro,non-cyberbullying
online mat aaya kar mc lol,cyberbullying
tu pura mkb hai samjha kya seriously,cyberbullying
chup reh warna dekh lunga mc smh,cyberbullying
chup reh warna dekh lunga mkc lol,cyberbullying
aaj ka din kaafi productive tha yrr,non-cyberbullying
kisi ko tu pasand nahi hai asshole lol,cyberbullying
tera dimaag kharab hai kya mkc smh,cyberbullying
sab log tujhe son of a bitch bolte hain bro,cyberbullying
great effort keep learning daily yrr,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha,non-cyberbullying
chal nikal yaha se randi lol,cyberbullying
let's focus on improvement together bro,non-cyberbullying
tumhari progress clearly dikh rahi hai,non-cyberbullying
tumne jo kaam kiya wo kaafi acha tha 👍,non-cyberbullying
tera dimaag kharab hai kya wtf,cyberbullying
online mat aaya kar chutiya bro,cyberbullying
koi help chahiye ho to bata dena 🙂,non-cyberbullying
tu bas time waste karta hai mkc fr,cyberbullying
practice se sab better ho jata hai,non-cyberbullying
kal milte hain project discuss karne,non-cyberbullying
tu life me kuch nahi karega nigga fr,cyberbullying
tumne jo kaam kiya wo kaafi acha tha,non-cyberbullying
tu bas time waste karta hai bkc yrr,cyberbullying
chup reh warna dekh lunga mkb lol,cyberbullying
tumhari progress clearly dikh rahi hai yrr,non-cyberbullying
itna asshole kaise ho sakta hai banda lol,cyberbullying
koi help chahiye ho to bata dena,non-cyberbullying
aaj ka din kaafi productive tha yrr,non-cyberbullying
thoda rest le lo sab theek ho jayega 👍,non-cyberbullying
online mat aaya kar bkc smh,cyberbullying
tu pura mc hai samjha kya yrr,cyberbullying
sab log tujhe mkb bolte hain seriously,cyberbullying
sab log tujhe mkb bolte hain lol,cyberbullying
chup reh warna dekh lunga chutiya smh,cyberbullying
tumhari progress clearly dikh rahi hai 🙂,non-cyberbullying
koi help chahiye ho to bata dena yrr,non-cyberbullying
itna randi kaise ho sakta hai banda smh,cyberbullying
tera dimaag kharab hai kya mkc yrr,cyberbullying
chup reh warna dekh lunga bkl fr,cyberbullying
tu bas time waste karta hai nigga,cyberbullying
thoda rest le lo sab theek ho jayega 👍,non-cyberbullying
kisi ko tu pasand nahi hai mkc bro,cyberbullying
positive rehna important hota hai bro,non-cyberbullying
tumhari progress clearly dikh rahi hai yrr,non-cyberbullying
aaj ka din kaafi productive tha 🙂,non-cyberbullying
great effort keep learning daily yrr,non-cyberbullying
tera dimaag kharab hai kya wtf seriously,cyberbullying
practice se sab better ho jata hai bro,non-cyberbullying
let's focus on improvement together yrr,non-cyberbullying
kisi ko tu pasand nahi hai mkb bro,cyberbullying
aaj ka din kaafi productive tha,non-cyberbullying
tu bas time waste karta hai mkc smh,cyberbullying
koi help chahiye ho to bata dena 👍,non-cyberbullying
practice se sab better ho jata hai yrr,non-cyberbullying
kal milte hain project discuss karne 🙂,non-cyberbullying
online mat aaya kar mkc smh,cyberbullying
let's focus on improvement together bro,non-cyberbullying
kisi ko tu pasand nahi hai son of a bitch lol,cyberbullying
itna bkc kaise ho sakta hai banda fr,cyberbullying
kal milte hain project discuss karne 🙂,non-cyberbullying
koi help chahiye ho to bata dena yrr,non-cyberbullying
